"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"63609","Deaths - Diet low in vegetables - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:55","2019-04-23 16:27:10","1 112 3 22 1","","","1764","13074",\N,"0",\N
"63611","Deaths - Diet low in vegetables - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:55","2019-04-23 16:27:10","1 112 3 24 1","","","1764","13074",\N,"0",\N
"63613","Deaths - Diet low in vegetables - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:55","2019-04-23 16:27:11","1 112 3 25 1","","","1764","13074",\N,"0",\N
"63615","Deaths - Diet low in vegetables - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:25:55","2019-04-23 16:27:11","1 112 3 26 1","","","1764","13074",\N,"0",\N
"63867","Deaths - Unsafe sex - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:32","1 170 3 22 1","","","1772","13082",\N,"0",\N
"63869","Deaths - Unsafe sex - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:33","1 170 3 23 1","","","1772","13082",\N,"0",\N
"63871","Deaths - Unsafe sex - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:33","1 170 3 24 1","","","1772","13082",\N,"0",\N
"63873","Deaths - Unsafe sex - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:33","1 170 3 25 1","","","1772","13082",\N,"0",\N
"63875","Deaths - Unsafe sex - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:34","1 170 3 26 1","","","1772","13082",\N,"0",\N
"63887","Deaths - No access to handwashing facility - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:36","1 238 3 1 1","","","1774","13084",\N,"0",\N
"63889","Deaths - No access to handwashing facility - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:36","1 238 3 22 1","","","1774","13084",\N,"0",\N
"63891","Deaths - No access to handwashing facility - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:36","1 238 3 23 1","","","1774","13084",\N,"0",\N
"63893","Deaths - No access to handwashing facility - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:37","1 238 3 24 1","","","1774","13084",\N,"0",\N
"63895","Deaths - No access to handwashing facility - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:37","1 238 3 25 1","","","1774","13084",\N,"0",\N
"63897","Deaths - No access to handwashing facility - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:37","1 238 3 26 1","","","1774","13084",\N,"0",\N
"63900","Deaths - Child wasting - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:38","1 240 3 1 1","","","1775","13085",\N,"0",\N
"63902","Deaths - Child wasting - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:38","1 240 3 22 1","","","1775","13085",\N,"0",\N
"63905","Deaths - Child stunting - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:39","1 241 3 1 1","","","1776","13086",\N,"0",\N
"63907","Deaths - Child stunting - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:26:39","1 241 3 22 1","","","1776","13086",\N,"0",\N
"63991","Deaths - Low physical activity - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:28:07","1 125 3 22 1","","","1796","13106",\N,"0",\N
"63993","Deaths - Low physical activity - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:28:07","1 125 3 24 1","","","1796","13106",\N,"0",\N
"63995","Deaths - Low physical activity - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:28:08","1 125 3 25 1","","","1796","13106",\N,"0",\N
"63997","Deaths - Low physical activity - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:25:57","2019-04-23 16:28:08","1 125 3 26 1","","","1796","13106",\N,"0",\N
"64045","Deaths - Non-exclusive breastfeeding - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:58","2019-04-23 16:27:43","1 136 3 1 1","","","1801","13111",\N,"0",\N
"64047","Deaths - Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:58","2019-04-23 16:27:43","1 136 3 22 1","","","1801","13111",\N,"0",\N
"64050","Deaths - Discontinued breastfeeding - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:58","2019-04-23 16:27:44","1 137 3 1 1","","","1802","13112",\N,"0",\N
"64052","Deaths - Discontinued breastfeeding - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:58","2019-04-23 16:27:44","1 137 3 22 1","","","1802","13112",\N,"0",\N
"64252","Deaths - Iron deficiency - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:46","1 95 3 22 1","","","1808","13118",\N,"0",\N
"64254","Deaths - Iron deficiency - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:46","1 95 3 23 1","","","1808","13118",\N,"0",\N
"64256","Deaths - Iron deficiency - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:47","1 95 3 24 1","","","1808","13118",\N,"0",\N
"64258","Deaths - Iron deficiency - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:47","1 95 3 25 1","","","1808","13118",\N,"0",\N
"64265","Deaths - Vitamin A deficiency - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:48","1 96 3 22 1","","","1809","13119",\N,"0",\N
"64270","Deaths - Zinc deficiency - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:49","1 97 3 22 1","","","1810","13120",\N,"0",\N
"64273","Deaths - Smoking - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:50","1 99 3 22 1","","","1811","13121",\N,"0",\N
"64275","Deaths - Smoking - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:51","1 99 3 24 1","","","1811","13121",\N,"0",\N
"64277","Deaths - Smoking - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:51","1 99 3 25 1","","","1811","13121",\N,"0",\N
"64279","Deaths - Smoking - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:51","1 99 3 26 1","","","1811","13121",\N,"0",\N
"64281","Deaths - Smoking - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:25:59","2019-04-23 16:26:52","1 99 3 27 3","","","1811","13121",\N,"0",\N
"64282","Deaths - Secondhand smoke - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:25:59","2019-04-23 16:26:52","1 100 3 1 1","","","1812","13122",\N,"0",\N
"64284","Deaths - Secondhand smoke - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:52","1 100 3 22 1","","","1812","13122",\N,"0",\N
"64286","Deaths - Secondhand smoke - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:53","1 100 3 23 1","","","1812","13122",\N,"0",\N
"64288","Deaths - Secondhand smoke - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:53","1 100 3 24 1","","","1812","13122",\N,"0",\N
"64290","Deaths - Secondhand smoke - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:53","1 100 3 25 1","","","1812","13122",\N,"0",\N
"64292","Deaths - Secondhand smoke - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:54","1 100 3 26 1","","","1812","13122",\N,"0",\N
"64295","Deaths - Alcohol use - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:54","1 102 3 22 1","","","1813","13123",\N,"0",\N
"64297","Deaths - Alcohol use - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:55","1 102 3 23 1","","","1813","13123",\N,"0",\N
"64299","Deaths - Alcohol use - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:55","1 102 3 24 1","","","1813","13123",\N,"0",\N
"64301","Deaths - Alcohol use - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:55","1 102 3 25 1","","","1813","13123",\N,"0",\N
"64303","Deaths - Alcohol use - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:56","1 102 3 26 1","","","1813","13123",\N,"0",\N
"64308","Deaths - Drug use - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:57","1 103 3 22 1","","","1814","13124",\N,"0",\N
"64310","Deaths - Drug use - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:57","1 103 3 23 1","","","1814","13124",\N,"0",\N
"64312","Deaths - Drug use - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:57","1 103 3 24 1","","","1814","13124",\N,"0",\N
"64314","Deaths - Drug use - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:58","1 103 3 25 1","","","1814","13124",\N,"0",\N
"64316","Deaths - Drug use - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:58","1 103 3 26 1","","","1814","13124",\N,"0",\N
"64319","Deaths - High fasting plasma glucose - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:59","1 105 3 1 1","","","1803","13113",\N,"0",\N
"64321","Deaths - High fasting plasma glucose - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:26:59","1 105 3 22 1","","","1803","13113",\N,"0",\N
"64323","Deaths - High fasting plasma glucose - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:00","1 105 3 23 1","","","1803","13113",\N,"0",\N
"64325","Deaths - High fasting plasma glucose - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:00","1 105 3 24 1","","","1803","13113",\N,"0",\N
"64327","Deaths - High fasting plasma glucose - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:00","1 105 3 25 1","","","1803","13113",\N,"0",\N
"64329","Deaths - High fasting plasma glucose - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:01","1 105 3 26 1","","","1803","13113",\N,"0",\N
"64343","Deaths - High systolic blood pressure - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:02","1 107 3 22 1","","","1805","13115",\N,"0",\N
"64345","Deaths - High systolic blood pressure - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:02","1 107 3 23 1","","","1805","13115",\N,"0",\N
"64347","Deaths - High systolic blood pressure - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:02","1 107 3 24 1","","","1805","13115",\N,"0",\N
"64349","Deaths - High systolic blood pressure - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:03","1 107 3 25 1","","","1805","13115",\N,"0",\N
"64351","Deaths - High systolic blood pressure - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:03","1 107 3 26 1","","","1805","13115",\N,"0",\N
"64354","Deaths - High body-mass index - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:04","1 108 3 1 1","","","1806","13116",\N,"0",\N
"64356","Deaths - High body-mass index - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:04","1 108 3 22 1","","","1806","13116",\N,"0",\N
"64358","Deaths - High body-mass index - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:05","1 108 3 23 1","","","1806","13116",\N,"0",\N
"64360","Deaths - High body-mass index - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:05","1 108 3 24 1","","","1806","13116",\N,"0",\N
"64362","Deaths - High body-mass index - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:05","1 108 3 25 1","","","1806","13116",\N,"0",\N
"64364","Deaths - High body-mass index - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:06","1 108 3 26 1","","","1806","13116",\N,"0",\N
"64367","Deaths - Low bone mineral density - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:07","1 109 3 22 1","","","1807","13117",\N,"0",\N
"64369","Deaths - Low bone mineral density - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:07","1 109 3 24 1","","","1807","13117",\N,"0",\N
"64371","Deaths - Low bone mineral density - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:07","1 109 3 25 1","","","1807","13117",\N,"0",\N
"64373","Deaths - Low bone mineral density - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:08","1 109 3 26 1","","","1807","13117",\N,"0",\N
"64376","Deaths - Diet low in fruits - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:08","1 111 3 22 1","","","1763","13073",\N,"0",\N
"64378","Deaths - Diet low in fruits - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:09","1 111 3 24 1","","","1763","13073",\N,"0",\N
"64380","Deaths - Diet low in fruits - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:00","2019-04-23 16:27:09","1 111 3 25 1","","","1763","13073",\N,"0",\N
"64419","DALYs (Disability-Adjusted Life Years) - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:00","2019-04-23 16:24:34","2 86 3 27 3","","","1817","13127",\N,"0",\N
"64537","Deaths - Low birth weight for gestation - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:01","2019-04-23 16:27:49","1 335 3 1 1","","","1826","13136",\N,"0",\N
"64539","Deaths - Low birth weight for gestation - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:01","2019-04-23 16:27:50","1 335 3 22 1","","","1826","13136",\N,"0",\N
"64764","Deaths - Unsafe water source - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:27","1 83 3 1 1","","","1815","13125",\N,"0",\N
"64766","Deaths - Unsafe water source - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:27","1 83 3 22 1","","","1815","13125",\N,"0",\N
"64768","Deaths - Unsafe water source - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:28","1 83 3 23 1","","","1815","13125",\N,"0",\N
"64770","Deaths - Unsafe water source - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:28","1 83 3 24 1","","","1815","13125",\N,"0",\N
"64772","Deaths - Unsafe water source - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:28","1 83 3 25 1","","","1815","13125",\N,"0",\N
"64774","Deaths - Unsafe water source - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:29","1 83 3 26 1","","","1815","13125",\N,"0",\N
"64776","Deaths - Unsafe water source - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:04","2019-04-23 16:27:29","1 83 3 27 3","","","1815","13125",\N,"0",\N
"64777","Deaths - Unsafe sanitation - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:29","1 84 3 1 1","","","1816","13126",\N,"0",\N
"64779","Deaths - Unsafe sanitation - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:29","1 84 3 22 1","","","1816","13126",\N,"0",\N
"64781","Deaths - Unsafe sanitation - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:30","1 84 3 23 1","","","1816","13126",\N,"0",\N
"64783","Deaths - Unsafe sanitation - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:30","1 84 3 24 1","","","1816","13126",\N,"0",\N
"64785","Deaths - Unsafe sanitation - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:30","1 84 3 25 1","","","1816","13126",\N,"0",\N
"64787","Deaths - Unsafe sanitation - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:31","1 84 3 26 1","","","1816","13126",\N,"0",\N
"64789","Deaths - Unsafe sanitation - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:04","2019-04-23 16:27:31","1 84 3 27 3","","","1816","13126",\N,"0",\N
"64790","Deaths - Ambient particulate matter pollution - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:31","1 86 3 1 1","","","1817","13127",\N,"0",\N
"64792","Deaths - Ambient particulate matter pollution - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:31","1 86 3 22 1","","","1817","13127",\N,"0",\N
"64794","Deaths - Ambient particulate matter pollution - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:32","1 86 3 23 1","","","1817","13127",\N,"0",\N
"64796","Deaths - Ambient particulate matter pollution - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:32","1 86 3 24 1","","","1817","13127",\N,"0",\N
"64798","Deaths - Ambient particulate matter pollution - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:33","1 86 3 25 1","","","1817","13127",\N,"0",\N
"64800","Deaths - Ambient particulate matter pollution - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:33","1 86 3 26 1","","","1817","13127",\N,"0",\N
"64802","Deaths - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:04","2019-04-23 16:27:33","1 86 3 27 3","","","1817","13127",\N,"0",\N
"64803","Deaths - Household air pollution from solid fuels - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:34","1 87 3 1 1","","","1818","13128",\N,"0",\N
"64805","Deaths - Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:34","1 87 3 22 1","","","1818","13128",\N,"0",\N
"64807","Deaths - Household air pollution from solid fuels - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:34","1 87 3 23 1","","","1818","13128",\N,"0",\N
"64809","Deaths - Household air pollution from solid fuels - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:35","1 87 3 24 1","","","1818","13128",\N,"0",\N
"64811","Deaths - Household air pollution from solid fuels - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:35","1 87 3 25 1","","","1818","13128",\N,"0",\N
"64813","Deaths - Household air pollution from solid fuels - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:35","1 87 3 26 1","","","1818","13128",\N,"0",\N
"64815","Deaths - Household air pollution from solid fuels - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:04","2019-04-23 16:27:36","1 87 3 27 3","","","1818","13128",\N,"0",\N
"64816","Deaths - Ambient ozone pollution - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 19:26:04","2019-04-23 16:27:36","1 88 3 22 1","","","1819","13129",\N,"0",\N
"64824","Deaths - Ambient ozone pollution - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 19:26:04","2019-04-23 16:26:42","1 88 3 27 3","","","1819","13129",\N,"0",\N
"66206","Primary enrolment data available at last cutoff (GEM Report (2017/18))","","Binary variable describing whether primary enrolment data, specifically total enrolment in primary education for the year ending 2015, was available in the SDG 4 monitoring tables (Global Monitoring Report 2018).","2017-12-08 14:54:37","2018-02-28 08:59:09",\N,"Global by country","2017","1879","13887",\N,"0",\N
"66287","Life expectancy","","Life expectancy at birth is defined as the average number of years that a newborn could expect to live if he or she were to pass through life subject to the age-specific mortality rates of a given period.","2018-01-04 15:25:44","2019-09-16 19:44:40",\N,"","","1892","13901",\N,"0",\N
"66588","15.5.1 - Red List Index","Not applicable",\N,"2018-02-07 21:14:04","2018-02-28 08:59:09",\N,"","","1947","13950",\N,"0",\N
"66825","15.6.1 - Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) - ER_CBD_PTYPGRFA - Not applicable","Not applicable",\N,"2018-02-07 21:14:52","2018-02-28 08:59:09",\N,"","","1986","13989",\N,"0",\N
"66850","15.1.2 - Proportion of important sites for terrestrial biodiversity that are covered by protected areas - ER_PTD_TERR","Percent",\N,"2018-02-07 21:14:59","2018-02-28 08:59:09",\N,"","","1993","13996",\N,"0",\N
"67412","Guinea worm certification status (WHO 2018)","","","2018-02-09 12:43:47","2018-02-28 08:59:10",\N,"","","2077","14080",\N,"0",\N
"67516","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 02:18:02","1 521 3 22 2","","","1550","12860",\N,"0",\N
"67544","Deaths - Digestive diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 02:19:18","1 526 3 22 2","","","1555","12865",\N,"0",\N
"67643","Deaths - Maternal disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 01:42:42","1 366 3 22 2","","","1621","12931",\N,"0",\N
"67680","Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 01:45:09","1 380 3 22 2","","","1630","12940",\N,"0",\N
"67692","Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 01:56:40","1 386 3 22 2","","","1525","12835",\N,"0",\N
"67698","Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:12","2019-04-24 01:56:56","1 387 3 22 2","","","1526","12836",\N,"0",\N
"67913","Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 02:02:41","1 491 3 22 2","","","1494","12804",\N,"0",\N
"67987","Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 02:15:46","1 508 3 22 2","","","1429","12739",\N,"0",\N
"68055","Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 01:37:35","1 699 3 22 2","","","1502","12812",\N,"0",\N
"68069","Deaths - Drug use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 02:53:50","1 561 3 22 2","","","1591","12901",\N,"0",\N
"68138","Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-23 23:25:31","1 322 3 22 2","","","1480","12790",\N,"0",\N
"68156","Deaths - Meningitis - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 02:43:20","1 332 3 22 2","","","1483","12793",\N,"0",\N
"68225","Deaths - Malaria - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:13","2019-04-24 02:50:33","1 345 3 22 2","","","1607","12917",\N,"0",\N
"68251","Deaths - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 02:47:30","1 543 3 22 2","","","1583","12893",\N,"0",\N
"68257","Deaths - Parkinson disease - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 02:47:40","1 544 3 22 2","","","1584","12894",\N,"0",\N
"68290","Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 02:53:38","1 560 3 22 2","","","1590","12900",\N,"0",\N
"68317","Deaths - Road injuries - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 02:14:00","1 689 3 22 2","","","1540","12850",\N,"0",\N
"68371","Deaths - Drowning - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:37:14","1 698 3 22 2","","","1577","12887",\N,"0",\N
"68427","Deaths - Neoplasms - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:59:45","1 410 3 22 2","","","1715","13025",\N,"0",\N
"68447","Deaths - Hepatitis - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:58:56","1 400 3 22 2","","","1711","13021",\N,"0",\N
"68478","Deaths - Self-harm - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:48:17","1 718 3 22 2","","","1518","12828",\N,"0",\N
"68494","Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:49:00","1 724 3 22 2","","","1521","12831",\N,"0",\N
"68524","Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Percent)","Percent",\N,"2018-02-09 17:10:14","2019-04-24 01:50:06","1 729 3 22 2","","","1680","12990",\N,"0",\N
