64789,Deaths - Unsafe sanitation - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 19:26,4/23/19 16:27,1 84 3 27 3,,,1816,13126,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64815,Deaths - Household air pollution from solid fuels - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 19:26,4/23/19 16:27,1 87 3 27 3,,,1818,13128,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66206,Primary enrolment data available at last cutoff (GEM Report (2017/18)),,"Binary variable describing whether primary enrolment data, specifically total enrolment in primary education for the year ending 2015, was available in the SDG 4 monitoring tables (Global Monitoring Report 2018).",12/8/17 14:54,2/28/18 8:59,\N,Global by country,2017,1879,13887,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66287,Life expectancy,,Life expectancy at birth is defined as the average number of years that a newborn could expect to live if he or she were to pass through life subject to the age-specific mortality rates of a given period.,1/4/18 15:25,9/16/19 19:44,\N,,,1892,13901,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67412,Guinea worm certification status (WHO 2018),,,2/9/18 12:43,2/28/18 8:59,\N,,,2077,14080,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67643,Deaths - Maternal disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 1:42,1 366 3 22 2,,,1621,12931,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67680,Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 1:45,1 380 3 22 2,,,1630,12940,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68156,Deaths - Meningitis - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 2:43,1 332 3 22 2,,,1483,12793,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68251,Deaths - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 2:47,1 543 3 22 2,,,1583,12893,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68257,Deaths - Parkinson disease - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 2:47,1 544 3 22 2,,,1584,12894,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68427,Deaths - Neoplasms - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 1:59,1 410 3 22 2,,,1715,13025,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68447,Deaths - Hepatitis - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 1:58,1 400 3 22 2,,,1711,13021,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68552,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/23/19 23:23,1 297 3 22 2,,,1466,12776,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69405,DALYs (Disability-Adjusted Life Years) - Maternal disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 0:16,2 366 3 22 2,,,1621,12931,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69430,DALYs (Disability-Adjusted Life Years) - Neonatal disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 0:20,2 380 3 22 2,,,1630,12940,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69466,DALYs (Disability-Adjusted Life Years) - Nutritional deficiencies - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 0:24,2 386 3 22 2,,,1525,12835,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70072,DALYs (Disability-Adjusted Life Years) - Neurological disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 1:28,2 542 3 22 2,,,1707,13017,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70126,DALYs (Disability-Adjusted Life Years) - Mental and substance use disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/23/19 23:28,2 558 3 22 2,,,1589,12899,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70187,"DALYs (Disability-Adjusted Life Years) - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: All Ages (Percent)",Percent,\N,2/9/18 17:10,4/24/19 0:43,2 295 3 22 2,,,1464,12774,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70305,DALYs (Disability-Adjusted Life Years) - Musculoskeletal disorders - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/23/19 23:36,2 626 3 22 2,,,1648,12958,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70418,DALYs (Disability-Adjusted Life Years) - Non-communicable diseases - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 2:39,2 409 3 22 2,,,1580,12890,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70461,DALYs (Disability-Adjusted Life Years) - Neoplasms - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/24/19 2:39,2 410 3 22 2,,,1715,13025,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70661,Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Percent),Percent,\N,2/9/18 17:10,4/23/19 23:24,1 302 3 22 2,,,1470,12780,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73036,Prevalence - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Rate),Rate,\N,2/11/18 8:37,4/23/19 20:42,5 543 3 22 3,,,2192,14195,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73905,Prevalence - Down syndrome - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 19:23,5 645 3 27 2,,,2236,14239,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74068,Prevalence - Pancreatic cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:31,5 456 3 27 2,,,2245,14248,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74128,Prevalence - Ovarian cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:32,5 465 3 27 2,,,2248,14251,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74148,Prevalence - Testicular cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:32,5 468 3 27 2,,,2249,14252,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74168,Prevalence - Kidney cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:32,5 471 3 27 2,,,2250,14253,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74208,Prevalence - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:33,5 477 3 27 2,,,2252,14255,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74228,Prevalence - Thyroid cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:37,4/23/19 18:33,5 480 3 27 2,,,2253,14256,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80027,"Prevalence - Tracheal, bronchus, and lung cancer - Sex: Both - Age: Age-standardized (Percent)",Percent,\N,2/11/18 8:38,4/23/19 19:02,5 426 3 27 2,,,2368,14371,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80047,Prevalence - Breast cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:38,4/23/19 19:02,5 429 3 27 2,,,2369,14372,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80087,Prevalence - Uterine cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:38,4/23/19 19:03,5 435 3 27 2,,,2371,14374,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80107,Prevalence - Prostate cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:38,4/23/19 19:03,5 438 3 27 2,,,2372,14375,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80127,Prevalence - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:38,4/23/19 19:04,5 441 3 27 2,,,2373,14376,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81781,Incidence - Hepatitis B - Sex: Both - Age: All Ages (Rate),Rate,\N,2/11/18 8:38,4/23/19 20:34,6 402 3 22 3,,,2390,14393,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82511,Prevalence - Neoplasms - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 8:38,4/23/19 18:59,5 410 3 27 2,,,2398,14401,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82612,Incidence - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Rate,\N,2/11/18 8:38,4/23/19 19:54,6 410 3 27 3,,,2398,14401,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83156,Prevalence - Autistic spectrum disorders - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:07,5 575 3 27 2,,,2404,14407,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83585,Prevalence - Drug use disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 7 2,,,2409,14412,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83594,Prevalence - Drug use disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:14,5 561 3 8 2,,,2409,14412,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84287,Prevalence - Depressive disorders - Sex: Both - Age: 50-69 years (Percent),Percent,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 25 2,,,2415,14418,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84296,Prevalence - Depressive disorders - Sex: Both - Age: 70+ years (Percent),Percent,\N,2/11/18 13:51,4/23/19 16:54,5 567 3 26 2,,,2415,14418,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84617,Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 13:51,4/23/19 16:59,5 570 3 27 2,,,2418,14421,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84626,Prevalence - Anxiety disorders - Sex: Both - Age: Under 5 (Percent),Percent,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 1 2,,,2419,14422,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84635,Prevalence - Anxiety disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,\N,2/11/18 13:51,4/23/19 16:59,5 571 3 7 2,,,2419,14422,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84689,Prevalence - Anxiety disorders - Sex: Both - Age: 5-14 years (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:00,5 571 3 23 2,,,2419,14422,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84827,Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:02,5 572 3 27 2,,,2420,14423,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85327,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Percent,\N,2/11/18 13:51,4/23/19 17:19,5 559 3 27 2,,,2424,14427,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85864,Per capita CO2 emissions (Global Carbon Project; Gapminder; UN),tonnes per capita,"Annual emissions of carbon dioxide (CO₂) per person, based on territorial emissions (i.e. estimates not corrected for trade).",3/7/18 11:18,7/19/19 16:25,\N,global by country,,2493,14712,\N,"{\name\"": \""Per capita CO₂ emissions\"""," \""unit\"": \""tonnes per capita\"""," \""shortUnit\"": \""t\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97667,Legality status of abortion,,,7/16/18 11:53,7/16/18 11:59,\N,,,2836,15567,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97865,Urban population (%) long-run with 2050 projections (OWID),%,Share of the population living in urban areas.,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97866,Rural population (%) long-run with 2050 projections (OWID),%,Share of the population living in rural areas.,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98383,Liberal democracy index,,To what extent is the ideal of liberal democracy achieved?,10/3/18 13:26,10/3/18 13:26,v2x_libdem,,,3073,15879,\N,{},152,"{\responses\"": \""\"""," \""dataRelease\"": \""4-8. Release 1",2, and 3 used a different," preliminary aggregation formula.\"""," \""indicatorCode\"": \""v2x_libdem\"""," \""indicatorName\"": \""Liberal democracy index\"""," \""longDefinition\"": \""The liberal principle of democracy emphasizes the importance of protecting individual and minority rights against the tyranny of the state and the tyranny of the majority. The liberal model takes a \\\""negative\\\"" view of political power insofar as it judges the quality of democracy by the limits placed on government. This is achieved by constitutionally protected civil liberties", strong rule of law, an independent judiciary, and effective checks and balances that, together, limit the exercise of executive power. To make this a measure of liberal democracy," the index also takes the level of electoral democracy into account.\"""," \""variableSource\"": \""Coppedge", Michael, Staffan I. Lindberg, Svend-Erik Skaaning," and Jan Teorell (2015). \\\""Measuring High Level Democratic Principles using the V-Dem Data","\\\"" V-Dem Working Paper Series 2015 (6); Coppedge", Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, Agnes Cornell, M. Steven Fish, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Moa Olin, Pamela Paxton, Daniel Pemstein, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Aksel Sundtröm, Eitan Tzelgov, Luca Uberti, Yi-ting Wang, Tore Wig," and Daniel Ziblatt (2018). \\\""V-Dem Codebook v8\\\"" Varieties of Democracy (V-Dem) Project; Coppedge", Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, M. Steven Fish, Agnes Cornell, Sirianne Dahlum, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Juraj Medzihorsky, Moa Olin, Pamela Paxton, Daniel Pemstein, Josefine Pernes, Johannes von Römer, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Natalia Stepanova, Aksel Sundström, Eitan Tzelgov, Yi-ting Wang, Tore Wig, Steven Wilson," and Daniel Ziblatt. 2018. \\\""V-Dem [Country-Year/Country-Date] Dataset v8\\\"". Varieties of Democracy (V-Dem) Project. https://doi.org/10.23696/vdemcy18\"""," \""shortDefinition\"": \""To what extent is the ideal of liberal democracy achieved?\"""," \""aggregationMethod\"": \""The index is aggregated using this formula: <br> v2x_libdem=<br>0.25* v2x_polyarchy^1.585 + 0.25* v2x_liberal + 0.5* v2x_polyarchy ^1.585* v2x_liberal\""}"""
101678,Incidence - Neonatal preterm birth - Sex: Both - Age: Under 5 (Rate),Rate,\N,4/23/19 19:59,4/23/19 19:59,6 381 3 1 3,,,3645,16848,Rate,"{\name\"": \""Neonatal preterm birth\"""," \""unit\"": \""per 100","000 newborns\"""," \""shortUnit\"": \""\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104402,"Child mortality 1950-2017 (IHME, 2017)",,Child mortality is the share of newborns who die before reaching the age of five. ,5/21/19 4:48,8/14/19 13:16,\N,,,4123,16952,\N,"{\name\"": \""Child mortality\"""," \""unit\"": \""%\"""," \""shortUnit\"": \""%\"""," \""conversionFactor\"": 0.1}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104417,"Average Total Years of Schooling for Adult Population (Lee-Lee (2016), Barro-Lee (2018) and UNDP (2018))",,Mean years of total schooling across all education levels.,5/24/19 11:38,5/29/19 15:18,\N,,,4129,16958,\N,"{\name\"": \""Average total years of schooling for adult population\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104454,Youth mortality rate (UN IGME (2018)),,Youth mortality rate is the share of newborns who die before reaching the age of 15.,6/6/19 15:07,6/6/19 16:27,\N,,,4140,16968,\N,"{\name\"": \""Youth mortality rate \"""," \""unit\"": \""%\"""," \""shortUnit\"": \""%\"""," \""conversionFactor\"": 0.1}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104467,Expected Years of Schooling (years),,The number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrollment rates persist throughout the child’s life.,6/17/19 11:31,6/17/19 13:27,\N,,,4151,16979,\N,"{\name\"": \""Expected Years of Schooling\"""," \""unit\"": \""years\"""," \""shortUnit\"": \""years\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104754,Deaths - Early Neonatal- Sex (Both)- Rate,,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,"{\name\"": \""0-6 Days\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104756,Deaths- Post Neonatal- Sex (Both)- Rate,,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,"{\name\"": \""28-364 Days\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105359,Estimated incidence (all forms) per 100 000 population (e_inc_100k),,\N,10/18/19 10:23,10/18/19 10:23,\N,,,4233,17061,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105371,Estimated mortality of TB cases (all forms) per 100 000 population (e_mort_100k),,\N,10/18/19 10:23,10/18/19 10:23,\N,,,4233,17061,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105374,"Estimated mortality of TB cases (all forms, excluding HIV) per 100 000 population (e_mort_exc_tbhiv_100k)",,\N,10/18/19 10:23,10/18/19 10:23,\N,,,4233,17061,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105552,Cause: Congenital heart anomalies; Age: Under 5 (Rate),,\N,10/21/19 13:06,10/21/19 13:06,\N,,,4235,17063,\N,"{\name\"": \""Congenital heart anomalies\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105554,Cause: Congenital musculoskeletal and limb anomalies; Age: Under 5 (Rate),,\N,10/21/19 13:06,10/21/19 13:06,\N,,,4235,17063,\N,"{\name\"": \""Congenital musculoskeletal and limb anomalies\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105556,Cause: Digestive congenital anomalies; Age: Under 5 (Rate),,\N,10/21/19 13:06,10/21/19 13:06,\N,,,4235,17063,\N,"{\name\"": \""Digestive congenital anomalies\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
